id,qid1,qid2,question1,question2,is_duplicate
641,2070,2071,Is world societies moving towards rational love contract?,"Other than humans, what are some examples of the smartest mammals?",0
642,2074,2075,Who are the worst actors in Hindi movies?,Bollywood: Which is currently the worst Bollywood movie?,0
643,2076,2077,What is the best way to learn Data structures and algorithms from scratch?,How do I start learning or strengthen my knowledge of data structures and algorithms?,0
644,2078,2079,What are some exothermic examples in everyday life?,What are some endothermic and exothermic reactions examples in everyday life?,0
645,2082,2083,How do I see people I unfollow on Instagram?,How do I know why I was blocked from Instagram?,0
646,2084,2085,What is the responsibility of SAP ERP key user?,What is a qualified SAP ERP key user?,0
647,2086,2087,Is it theoretically possible to travel a light year in under one year due to length contraction and other relativistic effects?,How strong does the gravity has to be in a dying star to make atoms dissapear?,0
648,2088,2089,What revenue do I need to raise in order to sell my company for 1 million dollars?,What are the advantages of growing up wealthy (in the top 1%)?,0
649,2090,2091,How do I fill pan card application online?,How do I apply for a PAN card?,0
650,2094,2095,Which is better GTA5 or Watch Dogs?,"In Watch Dogs 2 video game, could you put an APB on a cop?",0
651,2098,2099,What is iodimetric titration and how is it different from iodometric titration?,Why are pipettes used for titration?,0
652,2104,2105,What would Ned have done if Jon looked like Rhaegar?,What if Jon Snow inherited the Targaryens' look not the Starks'? Ned would be forced to admit he was lying about Jon being his bastard; how would this change the plot for the whole RR story?,0
653,2106,2107,I search for someone who is definitely on Snapchat but when I add them I get a message that they couldn't be found. Why?,"On Snapchat, someone blocked me, but still shows up in my added me section, but Snapchat still won't allow me to add them. What‰Ûªs going on?",0
654,2110,2111,What was Napoleon trying to achieve; what were his goals?,What were the greatest achievements of the Persian Empire?,0
655,2112,2113,How do I retrieve texts from a number I blocked?,How do I block my phone number in a text message?,0
656,2114,2115,Where can I get very reasonable price for men's shoes in Sydney?,"In Sydney, where can I buy stylish & customized men's shoes?",0
657,2116,2117,If I comment on a private Instagram will my followers see it?,"If I follow a notification link to my comment, how do I now see the answer that I was commenting on?",0
658,2120,2121,CPA for real estate campaign?,What are the qualities an Indian must have to get admission in American universities for PG?,0
659,2122,2123,What are some good blogs on Quora?,What are some of the best blogs for articles on Quora?,0
660,2124,2125,How can I be like Jake Williams?,What does Jake Williams think about Jake Williams?,0
661,2126,2127,Why doesn't FiveThirtyEight open source their election prediction model?,Everyone I've come across doesn't like Donald Trump. Then why do people still predict that he will win the US election?,0
662,2128,2129,Trading opportunities in srilanka?,What should I do to finding a job in finance field?,0
663,2130,2131,How long does WhatsApp keep the delivered data like images or etc. in the server?,How do I share GIF images in WhatsApp without converting the GIF into a video?,0
664,2132,2133,What is the best structure for a Marketing Department in an Internet Company?,What's the best structure for an Indian digital marketing company to operate in Singapore?,0
665,2134,2135,What does a neuroscientist do? What kind of a job will a neuroscience graduate get abroad? What are some of the subfields in neuroscience?,Is it possible to get into a neuroscience graduate program with a GRE of 316?,0
666,2136,2137,Do Indian girls use dildos? What kind of dildo?,What is the size of the biggest dildo?,0
667,2138,2139,What would be the ideal Bruce Springsteen set list? Assume it has 20 songs including the encore.,Bruce Springsteen (musician): Who is the chicken man in philly?,0
668,2142,2143,"I am 23, female. I have heavier upper body.But my legs and hip area are quite slim. What is my body shape?what exercise are some exercises for upper body?",Why am I able to do a finger pushup after training upper body and forearms?,0
669,2146,2147,Which country is the easiest to find a job as an international student?,How many maximum number of rounds are of nift counselling?,0
670,2148,2149,"If I hacked into the NSA and Pentagon and dumped all their files, (1) how big would the manhunt for me be; (2) would it finally open the eyes of the public, and; (3) how would I be seen by the hacker circle?",We are maintaining our data as a flat file in server. What are the ways handled by hackers to open the flat file?,0
671,2150,2151,What are the best winter jackets for temperature of -10 and where can I get them in Coimbatore?,Are there any winter jackets that can be worn in the summer?,0
672,2152,2153,"Who is the better batsmen , virat kohli or joe root?",Who is a better player among the two- Virat Kohli or Joe Root?,0
673,2154,2155,How many pullups can an average person do?,How many photos a day does an average person take with their phone.?,0
674,1863,2156,Did Trump win the election?,What do you think of Trump winning the elections?,0
675,2157,2158,"Do people show-off on Facebook? If yes, why?","What is the best way to deal with ""show-off"" people?",0
676,2159,2160,Is it safe During pregnent sex?,Do some women really squirt during sex? is it safe to consume the vaginal fluids?,0
677,2161,2162,How did you learn java?,How do I learn Java internals?,0
678,2163,2164,What are symptoms of low sperm count?,What are the causes of low sperm count?,0
679,2167,2168,How is the word 'anachronism' used in sentences?,How is the word 'inarticulate' used in a sentence?,0
680,2171,2172,What is your review of Crystal IT?,What is your review of The Crystal Method?,0
681,2173,2174,What color does mixing green and blue make?,How can I make the color aqua using other colors?,0
682,2175,2176,Should I vote for Donald Trump or Hillary Clinton?,Why should I not vote for Hillary Clinton or Donald Trump?,0
683,2177,2178,Do girls love blowjobs?,Why do some people enjoy giving blowjobs?,0
684,2181,2182,How do you know if your guinea pig is pregnant?,How do you care for guinea pigs?,0
685,2183,2184,What are eps files for?,"As a prospective ECE or mechanical engineer, I know that I must take HL Math and Physics, but should my third HL subject be, chemistry, CS or Econ?",0
686,2185,2186,How do you draw an angel step-by-step?,How do you draw a cat step-by-step?,0
687,2187,2188,What is the difference between stem cells and differentiated cells?,"What is the difference between 'pluripotent', 'multipotent' and 'totipotent' (stem) cells?",0
688,2189,2190,Is multiple domains on one website bad for seo?,"What is the better option for SEO. The use of multiple websites spread over several domains, or one single domain?",0
689,2191,2192,My CRS score is 469. What are my chances of getting Canada PR?,I am planning to apply for Canada PR. What are my chances?,0
690,2193,2194,How do micro ATMs work? Which bank introduced them in India?,What is the best time to withdraw money from working ATM in present India?,0
691,2195,2196,What individuals and events in history are a source of pride for SÌ£o TomÌ© and PrÌ_ncipe?,What individuals and events in history are a source of pride for Belarus?,0
692,2197,2198,Are there Serbs today who don't hate Albanians?,Why do Serbs like Russians?,0
693,2201,2202,What is the solution to this problem?,What is the solution for the below problem?,0
694,2203,2204,What are the strongest majors in terms of job prospects and what are the weakest majors at Lindenwood University?,What are the strongest majors in terms of job prospects and what are the weakest majors at Eastern University?,0
695,2207,2208,How's life going?,How is your life going?,0
696,2215,2216,Why did the Umayyad Caliphate fall? What could have been done to avoid his fall?,History of Islam: Why did the Umayyad Caliphate invade Christian territory?,0
697,2217,2218,"""Every one is unique in this world"", what are the best ways to find my uniqueness?",How do i prevent other people in this world to use similar name like me? Is there any way that i can protect my unique name as My IP assets?,0
698,2219,2220,What are the strongest majors in terms of job prospects and what are the weakest majors at Jackson State?,What are the strongest majors in terms of job prospects and what are the weakest majors at Morehead State?,0
699,11,12,Astrology: I am a Capricorn Sun Cap moon and cap rising...what does that say about me?,"I'm a triple Capricorn (Sun, Moon and ascendant in Capricorn) What does this say about me?",1
700,15,16,How can I be a good geologist?,What should I do to be a great geologist?,1
701,23,24,How do I read and find my YouTube comments?,How can I see all my Youtube comments?,1
702,25,26,What can make Physics easy to learn?,How can you make physics easy to learn?,1
703,27,28,What was your first sexual experience like?,What was your first sexual experience?,1
704,31,32,What would a Trump presidency mean for current international master‰Ûªs students on an F1 visa?,How will a Trump presidency affect the students presently in US or planning to study in US?,1
705,33,34,What does manipulation mean?,What does manipulation means?,1
706,37,38,Why are so many Quora users posting questions that are readily answered on Google?,Why do people ask Quora questions which can be answered easily by Google?,1
707,41,42,Why do rockets look white?,Why are rockets and boosters painted white?,1
708,59,60,How should I prepare for CA final law?,How one should know that he/she completely prepare for CA final exam?,1
709,63,64,What are some special cares for someone with a nose that gets stuffy during the night?,How can I keep my nose from getting stuffy at night?,1
710,65,66,What Game of Thrones villain would be the most likely to give you mercy?,What Game of Thrones villain would you most like to be at the mercy of?,1
711,77,78,How do we prepare for UPSC?,How do I prepare for civil service?,1
712,97,98,What are some examples of products that can be make from crude oil?,What are some of the products made from crude oil?,1
713,99,100,How do I make friends.,How to make friends ?,1
714,101,102,Is Career Launcher good for RBI Grade B preparation?,How is career launcher online program for RBI Grade B?,1
715,103,104,"Will a Blu Ray play on a regular DVD player? If so, how?",How can you play a Blu Ray DVD on a regular DVD player?,1
716,107,108,What is the best/most memorable thing you've ever eaten and why?,What is the most delicious dish you've ever eaten and why?,1
717,117,118,I was suddenly logged off Gmail. I can't remember my Gmail password and just realized the recovery email is no longer alive. What can I do?,I can't remember my Gmail password or my recovery email. How can I recover my e-mail?,1
718,125,126,How is the new Harry Potter book 'Harry Potter and the Cursed Child'?,How bad is the new book by J.K Rowling?,1
719,131,132,What is Java programming? How To Learn Java Programming Language ?,How do I learn a computer language like java?,1
720,133,134,What is the best book ever made?,What is the most important book you have ever read?,1
721,135,136,Can we ever store energy produced in lightning?,Is it possible to store the energy of lightning?,1
722,143,144,What is a narcissistic personality disorder?,What is narcissistic personality disorder?,1
723,145,146,How I can speak English fluently?,How can I learn to speak English fluently?,1
724,147,148,How helpful is QuickBooks' auto data recovery support phone number to recover your corrupted data files?,What is the quickbooks customer support phone number USA?,1
725,149,150,Who is the richest gambler of all time and how can I reach his level?,Who is the richest gambler of all time and how can I reach his level as a gambler?,1
726,159,160,What is purpose of life?,What's the purpose of life? What is life actually about?,1
727,169,170,What are some of the high salary income jobs in the field of biotechnology?,What are some high paying jobs for a fresher with an M.Tech in biotechnology?,1
728,171,172,How can I increase my height after 21 also?,Can height increase after 25?,1
729,173,174,"What were the major effects of the cambodia earthquake, and how do these effects compare to the Kamchatca earthquakes in 1952?","What were the major effects of the cambodia earthquake, and how do these effects compare to the Valparaiso earthquake in 1822?",1
730,177,178,Which is the best gaming laptop under 60k INR?,Which is the best gaming laptop under Rs 60000?,1
731,185,186,What are some of the best romantic movies in English?,What is the best romantic movie you have ever seen?,1
732,187,188,What causes a nightmare?,What causes nightmares that seem real?,1
733,191,192,How does 3D printing work?,How do 3D printing work?,1
734,201,202,Will there really be any war between India and Pakistan over the Uri attack? What will be its effects?,Will there be a nuclear war between India and Pakistan?,1
735,209,210,Can I recover my email if I forgot the password?,What should I do if I forgot my email password?,1
736,215,216,What's the difference between love and pity?,What is the difference between love and pity?,1
737,227,228,What do you think China food?,How do you think of Chinese food?,1
738,241,242,Why my question was marked as needing imrovement?,How can I ask a question without getting marked as ‰Û÷need to improve‰Ûª?,1
739,245,246,What mineral holds the highest electrical charge?,What mineral can hold the greatest electrical charge?,1
740,251,252,"Why does China block sanctions at the UN against the Jaish-e-Mohammad (JeM) chief, Masood Azhar?",Why does China support Masood Azhar?,1
741,255,256,Can excessive amounts of Vitamin C cause me to have a miscarriage?,How can Vitamin C cause a miscarriage?,1
742,271,272,Who are the Rohingya Muslims?,Who are the Rohingya people?,1
743,273,274,Does it matter whether humans are selfish or evil?,Does it matter whether humanity is evil or not?,1
744,287,288,Does a black hole have mass?,Does a black hole have a finite mass?,1
745,289,290,"Is Morgan Freeman correct when he says the only way to stop racism, is to stop talking about it?",What are your views about this Morgan Freeman quote about Racism?,1
746,305,306,Why does Red keep the keys in OITNB?,Why does Red keep the keys in season 4 of Orange is the New Black?,1
747,313,314,"If I do not monetize YouTube videos & upload copyright content, then are there chances that Google may block my account?",How do you upload movies on YouTube and monetize them? Is there any issue of copyright,1
748,317,318,What does the Quora website look like to members of Quora moderation?,How does Quora look to a moderator?,1
749,319,320,Why nobody answer my questions in Quora?,Why is no one answering my questions in Quora?,1
750,321,322,What is the funniest joke you know?,What is the funniest joke of all time?,1
751,327,328,How do I use Twitter as a business source?,How can I use Twitter for business?,1
752,331,332,Which is the best earphone with deep bass under 1000?,Which is the Best earphones under Rs 1000?,1
753,337,338,Which are the best engineering fields?,What is the best field of engineering?,1
754,347,348,Does anyone see the relation between Greek gods and Hindu gods?,"What parallelism can we draw between gods of Hindu mythology, Greek mythology, Egyptian mythology, etc.?",1
755,351,352,Which is the best fixed income fund?,What is the best fixed income fund?,1
756,353,354,What is it like to live in Cologne?,"What is it like to live in KÌ¦ln, Germany? ",1
757,357,358,Why does some people prefer small families.?,Why do some people prefer to live with small family?,1
758,359,360,Do animals kiss?,Do animals (besides humans) kiss?,1
759,361,362,How do you get deleted Instagram chats?,How can I view deleted Instagram dms?,1
760,365,366,What if I hired two private eyes and ordered them to follow each other?,Would I be able to hire two private investigators and then get them to follow each other?,1
761,371,372,"What was the significance of the battle of Somme, and how did this battle compare and contrast to the Battle of Rostov?","What was the significance of the battle of Somme, and how did this battle compare and contrast to the Battle of Riyadh?",1
762,377,378,Is it possible to pursue many different things in life?,How do I refuse to chose between different things to do in my life?,1
763,379,380,Did Ben Affleck shine more than Christian Bale as Batman?,"No fanboys please, but who was the true batman, Christian Bale or Ben Affleck?",1
764,381,382,Which business is good start up in Hyderabad?,Which business is better to start in Hyderabad?,1
765,383,384,How can I stop being so possessive?,How do I stop being over possessive for a person whom I love?,1
766,387,388,What is the best combination of courses I can take up along with CA to enhance my career?,What courses must be taken along with CA course?,1
767,389,390,How do you take a screenshot on a Mac laptop?,How do I take a screenshot on my MacBook Pro? What are some instructions?,1
768,395,396,What are some must watch TV shows before you die?,Are there any must watch TV shows?,1
769,397,398,How can I become more fluent in Chinese?,How can I become fluent in chinese?,1
770,399,400,What are the effects of demonitization of 500 and 1000 rupees notes on real estate sector?,What will be the impact of scrapping of ‰â_500 and ‰â_1000 rupee notes on the real estate market?,1
771,401,402,What is the easiest way to become a billionaire($)?,What is the best way to become a billionaire?,1
772,407,408,Why do people hate Hillary Clinton?,What are the reasons that people dislike Hillary Clinton?,1
773,419,420,Why is creativity important?,Why creativity is important?,1
774,421,422,If Hillary Clinton could not continue her Presidential campaign how would the Democratic Party choose a new candidate?,If Hillary Clinton can no longer serve as the Democratic nominee how would her successor be chosen?,1
775,431,432,Is the neutron star made up of?,Is the neutron star made up of only neutrons?,1
776,433,434,I got a 3.8 GPA. Is it enough to get into top universities like Harvard?,Is a 3.8 GPA sufficient to get into a top school?,1
777,439,440,How can I learn computer security?,How can I get started to learn information security?,1
778,441,442,How do I earn from Quora?,Can I earn money on Quora?,1
779,443,444,What is my puk code?,What's the PUK for TF64SIMC4?,1
780,449,450,Will there be another billion dollar lottery Jackpot?,When will the lottery reach the next billion dollar jackpot?,1
781,453,454,How do I create a new shell in a new terminal using C programming (Linux terminal)?,How do I create a new Terminal and new shell in Linux using C programming?,1
782,459,460,How can we make the world a better place to live in for the future generations?,What can I do to make the world a better place?,1
783,471,472,Why are we worried about others' opinions?,Why do we care for others' opinion and about what others think about us?,1
784,473,474,How do you potty train a 4 months Pitbull?,How do I potty train my two-month-old Labrador pup?,1
785,477,478,Which online test series is best for GATE 2017 in CS stream?,Which test series is the best for GATE computer science stream?,1
786,485,486,"In the play ""A Raisin in the Sun"", why do Walter ad Beneatha argue?","In ""A Raisin in the Sun"", why do Walter and Beneatha argue?",1
787,487,488,What are the signs of an ultra smart person playing dumb?,What are signs of ultra smart people hiding their intelligence?,1
788,489,490,If dark energy is created with expansion can infinite of it be created?,"If energy is not conserved in an expanding universe, is potential energy infinite (the energy that can be created is infinite)?",1
789,493,494,Who is disrupting Bloomberg?,Who will disrupt Bloomberg?,1
790,499,500,How will the implementation of GST bill impact the lives of common people?,What exactly is GST bill and how exactly will it affect the common people?,1
791,501,502,How can you recover your Gmail password?,"I do not remember my password to my Gmail account, how can I recover my account?",1
792,503,504,How accurately can a mental illness can be diagnosed?,How can I accurately diagnose and medicate my mental illness?,1
793,507,508,What are the qualities of a good leader?,What are some good qualities of a leader?,1
794,511,512,Will Modi win in 2019?,Can Narendra Modi become Prime Minister of India in 2019?,1
795,521,522,"What exactly is the ""Common Core Initiative/Standards"" and what are the pros and cons?",What are the pros and cons of the Common Core Standards Initiative?,1
796,523,524,How do I choose a journal to publish my paper?,Where do I publish my paper?,1
797,525,526,What are your New Year's resolutions for 2017?,What is your creative New Year's resolution for 2017?,1
798,534,535,How many months does it take to gain knowledge in developing Android apps from scratch?,How much time does it take to learn Android app development from scratch?,1
799,538,539,What are the rights of a prisoner?,"If I am in prison, what rights would I have?",1
800,540,541,How can I get free gems in Clash of Clans?,How can I get free gems Clash of Clans?,1
801,546,547,What is the best way to get traffic on your website?,How do i get traffic for website?,1
802,548,549,How do you feel when someone upvotes your answer on Quora?,How does it feel to see upvotes to your answer on Quora?,1
803,550,551,What are some of the best films and TV shows that feature strong female protagonists?,What are the best female strong characters in films?,1
804,562,563,How long does it take for a dead body to float to the surface after drowning ?,"When a dead body is in a river, how long does it take before it floats?",1
805,568,569,How can I make money online with free of cost?,How do I to make money online?,1
806,570,571,Where can I buy best quality customized cupcakes in Gold Coast?,Where can I find delicious cupcakes at Gold Coast?,1
807,572,573,How successful was odd even plan?,How successful was the Delhi's Odd-even plan?,1
808,574,575,If there will be a war between India and Pakistan who will win?,Who will win if a war starts between India and Pakistan?,1
809,576,577,How do you deal with a fear of dying?,How can you reduce your fear of dying?,1
810,582,583,"Is there an end to the universe, and if not, is the universe infinite?",Is the Universe infinite or is there an end to the Universe?,1
811,586,587,How much funds should I raise?,How much money should I raise?,1
812,590,591,What will be the effect of banning 500 and 1000 notes on stock markets in India?,What will be the effect of the ban of the 1000rs and 500rs notes on the stock market?,1
813,592,593,How does concentric contractions differ from eccentric contractions?,How do concentric and eccentric contraction compare and contrast?,1
814,598,599,What the meaning of this all life?,What's are the meaning of life?,1
815,608,609,Which are the best Hollywood thriller movies?,What are the best thriller movie in Hollywood?,1
816,614,615,What job possibilities exist for a Bachelors in Homeland Security?,What jobs are available with a bachelor‰Ûªs degree in Homeland Security?,1
817,616,617,Which are the best books to understand calculus?,What are good books to self study calculus?,1
818,618,619,Why and how did you break up with her/him?,How and why did you break up with your ex?,1
819,624,625,What is the best answer to what you did in two years gap in a job interview?,What is the best excuse to explain a gap (of one or two years) in your job career for a job interview?,1
820,634,635,What do countries do to prevent war?,How should countries prevent war?,1
821,636,637,How can I become a billionaire?,How can I become a billionaire (in finance)?,1
822,642,643,How will Indian GDP be affected from banning 500 and 1000 rupees notes?,What will be the implications of banning 500 and 1000 rupees currency notes on Indian economy?,1
823,644,645,Why does understanding death philosophical?,What makes understanding death philosophical?,1
824,646,647,Why are dogs considered omnivores?,Are dogs carnivorous animals?,1
825,652,108,What are the most interesting foods you have eaten in any country?,What is the most delicious dish you've ever eaten and why?,1
826,657,658,How can one increase concentration?,How can I improve my concentration?,1
827,661,662,What are the pros and cons of the German Shepherd dog?,What are the pros and cons of having a pet German Shepherd?,1
828,677,678,What would be the best way to quit smoking?,How did you quit/stop smoking?,1
829,681,682,Earthquake resistant homes?,How do earthquake resistant buildings work?,1
830,691,692,What is the best phone to buy below 15k?,Which are best mobile phones to buy under 15000?,1
831,693,694,How do we start a business?,How do I start business from nothing?,1
832,695,696,What's the best near-death experience you've ever had?,Has anyone ever had a near-death experience?,1
833,697,698,Why do I keep getting fleas from my dogs?,How can I keep my dog from getting fleas?,1
834,699,700,What year did the letter J come?,When was the Letter J created?,1
835,705,134,What are the most important books ever written?,What is the most important book you have ever read?,1
836,726,727,How can I become a good speaker?,What should I do to be a good Speaker?,1
837,728,729,How can I write a letter to Mr. Narendra Modi?,How can I write to Narendra Modi?,1
838,734,735,What do you think about the Bermuda Triangle?,What are your theories about Bermuda Triangle?,1
839,744,745,What should someone do to overcome anxiety?,What should I do to avoid depression and anxiety?,1
840,752,753,How do I maintain my peace of mind?,How can I maintain my peace of mind?,1
841,758,759,Which one is better among KMC Manipal and KMC Mangalore?,What is the brief comparison of KMC in Manipal and Mangalore?,1
842,764,765,How do I keep motivation to learn a language?,How do you keep motivated when you learn a new language?,1
843,778,779,What is the different between Chinese wedding ceremony and western wedding ceremony?,What is the difference between Chinese and Western style wedding?,1
844,784,785,Why should one hate Shahrukh Khan?,Why do people hate Shahrukh Khan and why do people feel that he is not an Indian?,1
845,786,787,What are the best self-help books you've ever read?,What are the top self help books I should read?,1
846,788,789,Is Evernote useful?,What is Evernote used for?,1
847,792,793,What is a good song to lyric prank your best friend?,What are some good lyric prank songs to send your best friends?,1
848,796,797,How do I pass a drug test for methamphetamine?,Can hair dye help pass a hair follicle drug test for daily meth smokers?,1
849,798,799,How could start with open source development?,How should I start contributing to open source projects?,1
850,802,803,Do cricket players really drink tea on a tea break?,Do cricketers actually drink tea during tea break?,1
851,804,805,How can I get entry in MIT?,What are the requirements for selection into MIT?,1
852,806,807,Does a fetus breathe when it's inside a womb?,How does a fetus exhale in the womb?,1
853,808,809,What are movies with incest scenes?,Are there any good incest movie?,1
854,816,817,Do you regret your divorce?,Have you ever regretted your divorce?,1
855,818,819,"How much does your DNA change over time? If I were to clone myself 70 years from now, will the clone have the same hair color?",How much can a person's DNA change from birth to death in a life span of approximately 70 years?,1
856,822,823,"Is Donald Trump taking cocaine, as Howard Dean suggests?",Are there any strong indications that Donald Trump does cocaine?,1
857,828,829,How can I see the Comedy Nights with Kapil live show?,What is the way to watch Comedy Nights with Kapil live on the sets?,1
858,840,841,What's your bucket list?,What is your bucket list?,1
859,842,843,How did you first come across porn?,How were you first introduced to porn?,1
860,854,855,What can I eat every day to be more healthy?,Is it healthy to eat a whole avocado every day?,1
861,858,859,What would Hillary Clinton do now that the election is over?,What will Hillary Clinton do now?,1
862,860,861,Should I use Vicks Vapor Rub for a stuffy nose?,How do you apply Vicks Vapor rub to treat a stuffy nose?,1
863,862,863,How I start prepare for UGC net English literature latest syllabus?,How do I prepare for Net JRF in English literature?,1
864,876,877,What are your views on Modi governments decision to demonetize 500 and 1000 rupee notes? How will this affect economy?,What are your views on ban of 500 and 1000 rupee notes in India?,1
865,882,883,Why is Saltwater Taffy candy imported in Greece?,Why is Saltwater taffy candy imported in China?,1
866,884,885,What are the minimum requirements to enter MIT?,How can I join MIT?,1
867,888,889,Israel vs Iran: who would win?,"If Israel and Iran went to war, who would win?",1
868,890,891,When is it too late to learn the piano?,I'm almost 40. Is it too late for me to learn piano?,1
869,898,899,How we can travel faster than light?,Is it possible to travel faster than light?,1
870,900,901,What is it like being a firefighter?,What's it like to be a firefighter?,1
871,912,913,What are the life lessons that Batman teaches us?,What are the life lessons you can learn from the dark knight?,1
872,914,915,How do you stop a criminal's attempt to kidnap you so you escape unharmed?,How do you stop a criminal's attempt to kidnap you and escape unharmed?,1
873,916,917,How do I sell on Amazon?,How do I start selling on Amazon?,1
874,918,919,Daniel Ek: When an we expect Spotify in India?,Daniel Ek: Are there any future plans of releasing Spotify in India?,1
875,920,921,What are the top 10 books one should read in his or her early 20s?,What books are worth reading in early 20s?,1
876,922,923,Which book should I start with for the GATE preparation?,What book do I start with for GATE preparation?,1
877,926,927,What is similar to 4Shared?,What is similar to 4shared but better?,1
878,934,935,What are some good places to learn mountaineering in India?,What are some good mountaineering institutes for a beginner level mountaineering course?,1
879,950,951,Can climate change be reversed?,Can the global climate change be reversed or halted?,1
880,956,957,Did Mahabharata really happen?,Did Mahabharata really happen or only an allegory according to M.K.Gandhi?,1
881,964,965,Why are police lights red and blue?,Why are police lights red and/or blue?,1
882,966,967,How do I post a question that was marked as needing improvement?,"Why was my question marked as ""needs improvement?""",1
883,974,975,How do I prepare for software interviews?,What are the best ways to prepare for software interviews?,1
884,976,977,Does Rahul Gandhi have any chance to become next PM of India after Modi?,Does Rahul Gandhi have chances to become next Pm of India after Modi?,1
885,980,981,What is the difference between a comet and an asteroid?,What is the difference between asteroids and comets?,1
886,984,985,How should I study,What are some tricks to study effectively?,1
887,1000,1001,"What makes a programmer ""good?""",What makes a good programmer great?,1
888,1004,1005,Is civil war likely after the US presidential election?,Is the US at risk of some type of uprising after the election?,1
889,1008,1009,Where and how do the crop circles get generated?,What are crop circles?,1
890,1010,1011,Will baking soda help pass a urine test?,How does baking soda help you pass a drug test?,1
891,1012,1013,What is Zika virus and how is it transmitted?,How is Zika virus spread?,1
892,1014,1015,What is the best way to learn algebra by yourself?,How do you learn algebra 1 fast?,1
893,1024,1025,What is the best place for sex?,What is the best place to have sex from?,1
894,1028,1029,"How do you feel about the new MacBook Pro, late 2016?",Should I get the new Macbook Pro?,1
895,1032,1033,What are the major differences between Chinese culture and western cultures?,What is the difference between Chinese and western culture?,1
896,1034,1035,What are scraping techniques?,What are some good free web scrapers / scraping techniques?,1
897,1038,1039,Is it healthy to eat egg whites every day?,Is it healthy to eat one chicken every day?,1
898,1052,1053,What are the best places to recommend foreigners to visit in Nepal?,What are the best places to visit in Nepal?,1
899,1062,1063,How imminent is world war III?,Are we heading toward World War 3?,1
900,1064,1065,How do you write a song?,How do I write a song?,1
901,1066,1067,What could be Narendra Modi's next move after demonetization?,What is next step after demonetization?,1
902,1068,1069,"If you have me, you want to share me. If you share me, you haven't got me. What am I?","If you have me, you want to share me. If you share me, you don't get me. What am I?",1
903,1070,1071,"What is an interesting fact that you know and I don't, but shouldn't?",What is the most interesting fact that most people don't know about?,1
904,1074,1075,Where do I find 3ds emulator for android?,Is there a working Nintendo 3DS emulator for PC?,1
905,1078,1079,How can I become a true computer science engineer?,How do I become a good computer science engineer?,1
906,1086,1087,What can you do in lucid dreams?,How was your experience of Lucid dreaming?,1
907,1092,1093,How can I hack someones whatsapp account?,How can I hack another WhatsApp account?,1
908,1096,1097,What is the best lesson in life?,What is the most important lesson you have learned from life?,1
909,1100,1101,How will Trump's presidency affect Indian students who are planning to do a PhD in the US?,How would Trump presidency affect Indian students in the US?,1
910,1104,1105,What are the best daily life hacks one can use to make his life easy?,What are the hacks in daily life?,1
911,1108,1109,What is your favourite anime character and why?,What is your favorite anime character? And why?,1
912,1112,1113,How many Mechanical Engineers graduate from India per year?,How many mechanical engineers graduate per year in India?,1
913,1114,1115,How do I start a successful private equity firm?,What do you need to start your own private equity firm?,1
914,1120,1121,What can be the medium budget to visit best places in Kerala for three members (2-3 days)?,What are the best places to visit in Kerala for college students?,1
915,1126,1127,How can I earn money from YouTube?,How do I make money through YouTube?,1
916,1136,1137,If time started because of the big bang happening then how could the big bang start because there was no time for the big bang to start?,How did the Big Bang happen when there wasn't any time for it to happen in?,1
917,1140,1141,How can I start civil service exam preparation from scratch?,When should I start preparing for the civil service exam?,1
918,1144,1145,What is the difference in pleasure between masturbation and sex?,What is the difference between sex and masturbation when it comes to pleasure?,1
919,1152,1153,Do you have any psychic abilities?,Do you have psychic power?,1
920,1158,1159,What is your take on Urjit Patel as the new RBI governor?,Is Urjit Patel is right person for RBI Governor?,1
921,1164,1165,Do Trump voters care that he has reneged all his campaign promises?,How will Trump supporters react once they realize he can't or won't keep his campaign promises?,1
922,1166,1167,"Can I learn while sleeping? If so, how?",How can I efficiently learn while sleeping?,1
923,1170,1171,How do I stop being addicted to porn?,How can I stop watching porn?,1
924,1178,1179,What is the meaning of life? Whats our purpose on Earth?,What do you feel is the purpose of life?,1
925,1182,1183,How is time travel possible?,Do you think time travel is possible?,1
926,1184,1185,How can one get a fuller face?,How do I do to get fuller face?,1
927,1186,1187,Is it too late for me at the age of 25 thinking to start a career in photography?,I want to start my career as a photographer at age of 25. Is it too late?,1
928,1188,1189,What‰Ûªs the best time to have sex?,When will the best time for having sex?,1
929,1198,1199,Can we create free energy?,How do we make free energy?,1
930,1202,1203,What's the funniest highbrow joke you've ever heard?,What are the funniest jokes / stories you ever heard?,1
931,1212,1213,What are some movies that everyone needs to watch at least once in life?,What movies would you recommend everyone to watch?,1
932,1214,1215,Can World War 3 ever take place?,Is World War 3 more imminent than expected?,1
933,1216,1217,How can eating prunes help during a constipation?,Does eating prunes help with constipation?,1
934,1232,1233,Why is Barack Obama so important for the world?,Why is Barack Obama so important to the world?,1
935,1234,1235,What is the reason Pakistan supports terrorism?,Has Pakistan become a safe haven for global terrorism?,1
936,1236,1237,How do I can stop hairfall?,How can I stop hairfall?,1
937,1238,1239,"In your opinion, what is the best classical song of all time?",What's the best classical music piece of all time?,1
938,1248,1249,Is there any other website similar to Quora?,Are there any website like Quora?,1
939,1250,1251,What are the conditions in European refugee camps?,How are the conditions inside European Refugee Camps?,1
